,file_name,pred_scores,pred_scores_max,pred_class_val,pred_class_,model
0,offensive-00DjNzR.png,"[[ 0.50668705  3.0999336  -0.13510367 -1.1075273  -1.4319278  -0.6893685
   0.971885    0.5303117  -1.0732208   1.4173135  -1.5092599  -0.5657319 ]]",3.099933624267578,1,animated,effnet_politics
1,offensive-0EwB4LT.png,"[[-3.10081989e-01  4.66393661e+00 -5.81814826e-01 -5.21216989e-01
  -3.73691380e-01 -8.73711467e-01 -1.65037252e-03  9.71517116e-02
  -1.14839935e+00 -6.51414990e-01 -1.11959815e-01 -9.11514163e-01]]",4.663936614990234,1,animated,effnet_politics
2,offensive-0nF9BpI.png,"[[-2.3278024   0.7839644  -0.7102006  -0.9329687   0.02169411  0.5046593
   0.74446917  1.4849272   0.19119899 -0.94768757 -0.44112617  0.8957764 ]]",1.4849271774291992,7,hillary_clinton,effnet_politics
3,offensive-0SvkQMd.png,"[[-0.77599216 -0.2772373  -0.50980365  5.524547   -0.04890844 -0.3019692
  -0.1861616   0.20039265 -1.7333816  -0.6261868  -1.4260606  -0.32975525]]",5.524547100067139,3,bernie_sanders,effnet_politics
4,offensive-0WBXRH9.png,"[[ 0.13028884  3.092167   -0.58822185 -0.5062853  -0.8562972  -1.2980849
   1.0079173  -0.35776132 -0.76480055  0.22706394 -0.33613324 -0.30616108]]",3.0921669006347656,1,animated,effnet_politics
5,offensive-12XLnzK.png,"[[-1.5803496   0.97437584  0.4271639  -0.58615804  0.28029     3.1928258
  -0.10032829 -0.16315559 -2.1805038  -0.04865187 -0.2677874  -0.18552229]]",3.1928257942199707,5,donald_trump,effnet_politics
6,offensive-16vTnwg.png,"[[-0.43295404  3.656343   -0.20667318 -0.4049517  -0.54277325 -0.46754166
   0.28648067 -0.32070267 -0.40847728 -0.3446619  -0.46547216 -0.82614696]]",3.6563429832458496,1,animated,effnet_politics
7,offensive-18nGcfg.png,"[[ 1.0490589   1.2941918  -0.48027992 -0.7349982   0.04155029 -0.50174785
   0.44578648  0.6209158   0.01057228 -0.11553869 -1.1344533  -0.95774734]]",1.294191837310791,1,animated,effnet_politics
8,offensive-1BeUIMs.png,"[[ 1.4391347   4.0488653  -0.5088807  -0.6159953  -1.453571   -0.59519565
   0.1414063   0.4238115  -1.3768835  -0.40612864 -0.7065012  -1.0954398 ]]",4.04886531829834,1,animated,effnet_politics
9,offensive-1DY6I9Q.png,"[[-1.2283597  -0.5034982  -1.4276898  -0.7494309  -0.12261245  0.8380985
   2.8521245   2.512713   -1.0987269  -1.1090559  -0.5136473   0.39392158]]",2.8521244525909424,6,george_w_bush,effnet_politics
10,offensive-1JQk5NF.png,"[[-0.35448864 -1.0774484  -0.6124616   5.7511735  -0.0561643   0.56099653
  -0.43296272 -0.41501296 -2.015821   -0.6868982  -0.5513595  -0.13225959]]",5.751173496246338,3,bernie_sanders,effnet_politics
11,offensive-2aiRLNR.png,"[[-0.97777164  0.01244655 -0.73180354  5.514003   -0.01013225 -0.40512452
  -0.16503546  0.43950158 -1.8378179  -0.74731505 -1.2381727  -0.2627806 ]]",5.514002799987793,3,bernie_sanders,effnet_politics
12,offensive-2d5AxL6.png,"[[ 0.17812505  1.2382293  -0.03585976 -0.45286104  0.01503803 -0.22407031
   0.48563322 -0.02055413 -0.31038204  0.3966121  -0.4109097  -0.838164  ]]",1.2382292747497559,1,animated,effnet_politics
13,offensive-2MXmVri.png,"[[-1.110567    3.6526713  -0.88477165 -0.7934676   0.19310284 -0.38460568
   0.1627858   1.1672583  -0.45080984 -0.49813253 -1.055383   -0.76977336]]",3.6526713371276855,1,animated,effnet_politics
14,offensive-2myYC1v.png,"[[-0.20233521  1.5561279   1.9985433  -0.4422014   0.77736044 -1.5423663
   1.2704304   0.4725908  -1.5410872  -0.7202797  -2.3087206  -0.34376892]]",1.9985432624816895,2,barack_obama,effnet_politics
15,offensive-2NS27kx.png,"[[ 1.7038854   0.85062546 -0.7871852  -0.8649262   0.1397505  -0.20660281
   0.49383166  0.63140804  0.04165142 -0.05355702 -1.0845404  -1.0900764 ]]",1.7038854360580444,0,animals,effnet_politics
16,offensive-3wirGHJ.png,"[[-1.5550879   4.325938   -1.2256769  -0.62226206  0.12800579  0.5722041
  -0.6432517  -0.8619221   0.6341622  -0.55655855 -0.5915141  -0.72977686]]",4.3259382247924805,1,animated,effnet_politics
17,offensive-3YtnZiU.png,"[[-0.59146523  0.38773078 -1.4756526  -1.0464191  -0.7925506  -0.21778521
  -0.31719303  3.9337564  -0.797292   -0.52124137 -1.0782045   1.8841566 ]]",3.9337563514709473,7,hillary_clinton,effnet_politics
18,offensive-4hxCAfW.png,"[[-0.7886535  -0.14055406 -1.6877085   0.08547834  0.64403707 -1.3752394
  -0.24721502 -0.13668177 -0.3563339  -0.39444643  4.7962704   0.05772607]]",4.796270370483398,10,mike_pence,effnet_politics
19,offensive-4j4jraI.png,"[[-0.73230624  0.45830607 -0.625408   -0.89908063 -0.64004123 -0.37686405
  -0.95727384  5.456041   -1.0643647  -0.06373183 -1.0825797  -0.33581704]]",5.456040859222412,7,hillary_clinton,effnet_politics
20,offensive-4ZKsrX3.png,"[[ 0.5661096   2.9098363  -0.6849707  -0.27040172 -1.3207033  -0.67112064
  -0.32264623 -0.53834057  0.4556448  -0.1645495  -0.5007888  -0.00765166]]",2.9098362922668457,1,animated,effnet_politics
21,offensive-5aomAQA.png,"[[-0.19389221 -0.47088462 -0.40052557 -0.44614005 -0.5330845  -0.5036398
  -0.93417484  5.449438   -0.99925184 -0.6135746  -0.7591818  -0.59298813]]",5.449438095092773,7,hillary_clinton,effnet_politics
22,offensive-5hhUFqA.png,"[[ 0.19701612  1.3896731  -0.71202993 -0.2724827  -0.7075015   0.3145935
   0.8227913  -0.19908416 -0.05163655  0.19476531 -0.8699639  -0.16763788]]",1.389673113822937,1,animated,effnet_politics
23,offensive-5Oznxbq.png,"[[-0.508916   -0.56739753 -1.9548054  -0.31574833  8.051941   -2.1617496
  -0.20648666 -1.1939723  -1.7027663  -0.28687534  0.13587724  0.23133752]]",8.05194091796875,4,bill_clinton,effnet_politics
24,offensive-5spRvtw.png,"[[ 3.3534613   1.8804775  -0.3572128   0.16769055 -0.0637018  -1.7026508
  -0.7866036  -0.47895348 -1.5425097  -0.18903573 -0.778174    0.525031  ]]",3.353461265563965,0,animals,effnet_politics
25,offensive-5W8eGmw.png,"[[ 0.70939445  1.6158736  -0.88744235 -0.47215426 -0.38380033 -0.28194806
   0.7818383  -0.6318704   0.4158727   0.16372763 -0.85936254 -0.34605485]]",1.6158735752105713,1,animated,effnet_politics
26,offensive-6faN492.png,"[[-0.38208124 -0.04526345 -0.70932484  0.19675067 -0.0703825  -0.16823241
   1.6475433   2.8255718  -0.4704475  -0.02831103 -1.6198243  -1.2494503 ]]",2.8255717754364014,7,hillary_clinton,effnet_politics
27,offensive-6G0PNe1.png,"[[ 3.9568064  -0.1050709  -0.2598151  -1.0151553  -0.5103785  -1.361922
   1.078208    1.0800818  -0.63925004  0.14775552 -1.297864   -1.2382332 ]]",3.9568064212799072,0,animals,effnet_politics
28,offensive-6L5ohmp.png,"[[-0.24183956  1.4923767  -0.47640812 -0.9423241   1.3910832   0.6553987
   1.5707523   0.004862   -0.10091713 -0.51303273 -1.5095884  -1.7301766 ]]",1.5707522630691528,6,george_w_bush,effnet_politics
29,offensive-6r16i0p.png,"[[-1.1156783  -0.9418739   0.37527266  0.21444747 -0.53223526  3.7076962
   0.22216086 -0.76955205  0.34520888 -0.8395408   0.7695995  -1.2720562 ]]",3.7076961994171143,5,donald_trump,effnet_politics
30,offensive-6V4OrKm.png,"[[-0.9299412  -0.00860171 -0.14135754 -0.7983144  -0.34049758 -0.6146493
  -0.34323937  5.1257415  -0.83633804 -0.47070146 -0.31237704 -1.1804036 ]]",5.125741481781006,7,hillary_clinton,effnet_politics
31,offensive-6WELqLH.png,"[[-1.5315901   1.9436365  -1.2193058  -1.433609    0.7487361  -0.37026823
  -0.73964435 -0.5552543  -0.9977397   1.3594855  -0.2261222   2.2287152 ]]",2.228715181350708,11,nancy_pelosi,effnet_politics
32,offensive-76vgP7x.png,"[[-1.3425868   2.215309    0.41679484 -0.9565427  -1.3775365   0.00390342
   3.889715   -0.9010371  -0.7113036  -0.1373826  -0.71210855 -0.9677042 ]]",3.8897149562835693,6,george_w_bush,effnet_politics
33,offensive-7eTNqFK.png,"[[-1.3692218   3.4937658  -0.30130628 -1.1349338  -1.0372032  -1.7101653
  -0.07312094  3.0137932  -1.0004716  -1.0020428  -1.0007881   0.67704177]]",3.4937658309936523,1,animated,effnet_politics
34,offensive-7Lg5Rd2.png,"[[-0.76613593  4.705321   -1.1930772  -0.30330223 -0.2281934  -0.88381517
  -0.17855887  0.3978995  -0.5906106  -0.10695338 -0.5631362  -0.99722147]]",4.705320835113525,1,animated,effnet_politics
35,offensive-7lqO9Qr.png,"[[ 0.70423347  2.3355675  -0.47310302 -0.83582926 -0.73743325  0.9996965
  -0.39561078  0.45545655 -0.22844437 -0.6517732  -0.7023757  -0.54043126]]",2.3355674743652344,1,animated,effnet_politics
36,offensive-7Q0ReMA.png,"[[-0.70600533  0.790992    0.07280882 -0.4700442   0.1048691   0.9765494
   1.0890995  -0.17254831  0.5041301  -0.6157937  -1.0784276  -0.64055705]]",1.0890995264053345,6,george_w_bush,effnet_politics
37,offensive-7S6NEVD.png,"[[-1.433382   -1.4070286  -0.36989728 -0.86557746  0.06609725  4.6037726
   0.29076037 -0.11422236  0.9149134   0.11723785 -1.1166991  -0.9877881 ]]",4.6037726402282715,5,donald_trump,effnet_politics
38,offensive-80NRcEf.png,"[[ 0.67922306  0.6279651  -0.32535768 -0.78625584  0.3390238   0.13886829
   0.27128294  1.1106658  -0.12056644 -0.18617901 -0.85439605 -1.0807827 ]]",1.1106657981872559,7,hillary_clinton,effnet_politics
39,offensive-88pU7QL.png,"[[ 1.4965756   1.5401089  -0.65253323  1.8695915   0.07702915  0.8660574
  -1.8413149  -0.27655226 -1.312474    0.13015176 -1.8538675   0.07607615]]",1.869591474533081,3,bernie_sanders,effnet_politics
40,offensive-8Fwa0DR.png,"[[ 0.45722815  2.3399465   0.04107642 -0.36506116 -0.7356174   0.03121084
   0.86708045  0.15711223 -0.84903204 -0.528449   -1.5665845  -0.23516071]]",2.3399465084075928,1,animated,effnet_politics
41,offensive-8ItzKTN.png,"[[ 2.4985642   1.4204047  -0.64977986 -0.31072572 -0.5247076  -0.76441777
   0.71359277 -0.40524355 -0.21505895 -0.21639277 -0.6828515  -0.53807324]]",2.4985642433166504,0,animals,effnet_politics
42,offensive-8jiJ4Zt.png,"[[-0.7526822   5.111849   -0.6948764  -0.8999222  -0.08624244 -0.60235465
  -0.98248065  0.44170547 -0.8312218  -0.1713467  -0.5609186  -0.59089875]]",5.111848831176758,1,animated,effnet_politics
43,offensive-91sHVxQ.png,"[[-1.9239589   4.652717   -0.854159   -0.57148635 -0.3291427  -0.37263945
  -0.3096304  -0.09126016 -0.07583486 -0.39246404 -0.0403116  -0.5968143 ]]",4.652717113494873,1,animated,effnet_politics
44,offensive-9A372Gl.png,"[[-0.34880278  4.2852817  -0.21744426 -1.2130129  -1.0547488  -0.9222547
   1.2189828  -0.01533665 -0.907501    0.24812858 -0.844144   -0.87154186]]",4.285281658172607,1,animated,effnet_politics
